,Comment,Description,ID,Link1,Link2,String,Type,user-agent
1311,,iRider - IE based browser / Free Download Manager (FDM),id_moz_872,http://www.irider.com/irider/index.htm,http://www.freedownloadmanager.org/,Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; iRider 2.21.1108; FDM),D,"
"
1312,,KKman http://www.kkman.com/ - Japanese IE based browser,id_moz_873,http://www.kkman.com,,Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; KKman3.0),B,"
"
1313,,IE 6x WinXP MathPlayer mathematical notation plugin ,id_moz_874,http://www.mathtype.com/en/products/mathplayer/,,Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; MathPlayer2.0),B,"
"
1314,,Maxton (ex MyIE2) - IE based browser,id_moz_875,http://www.maxthon.com,,Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; Maxthon) ,B,"
"
1315,,IE 6x WinXP peoplepc online PeoplePal IE toolbar,id_moz_876,http://home.vfw-online.com/peoplepal/default.asp,,Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; PeoplePal 3.0; MSIECrawler),B,"
"
1316,,IE 6x WinXP / I-Opener (was www.netpliance.com/) web PC,id_moz_877,,,Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; Q312461; IOpener Release 1.1.04),B,"
"
1317,220.181.34.1xx,Qihoo search (China) robot,id_moz_050307_1,http://www.qihoo.com/,,Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; QihooBot 1.0  qihoobot@qihoo.net),R,"
"
1318,,SimBar IE toolbar for accessing The Sims sites / Infopath IE form & spreadsheet plugin,id_moz_070306_1,http://www.simstools.com/simbar.php,http://office.microsoft.com/en-us/fx010857921033.aspx,Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SIMBAR Enabled; InfoPath.1),B,"
"
1319,,IE 6x WinXP Stumble Upon IE toolbar,id_moz_878,http://www.stumbleupon.com,,Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; StumbleUpon.com 1.760; .NET CLR 1.1.4322),B,"
"
1320,,Balsa Productions embedded web browser package for Borland Delphi,id_moz_150807_1,http://bsalsa.com/product.html,,Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1;  Embedded Web Browser from: http://bsalsa.com/; MSIECrawler),B,"
"
1321,68.166.223.x,ChangeDetection robot for web page monitoring,id_moz_030807_2,http://www.changedetection.com/,http://www.changedetection.com/bot.html,Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1;  http://www.changedetection.com/bot.html ),C,"
"
1322,,IE 6x WinXP also used by WebSite Pro HTML editor,id_moz_879,http://www.gtpcc.org/gtpcc/websitepro.htm,,Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1; .NET CLR 1.1.4322),B,"
"
1323,was http://www.dx-soft.net/ (expired),DX-Browser - German IE based browser,id_moz_880,http://www.zdnet.de/downloads/prg/t/p/deDCTP-wc.html,,Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1; DX-Browser 5.0.0.0),B,"
"
1324,,ezPeer+ P2P IE addon,id_moz_271006_1,http://web.ezpeer.com/,,Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1; FunWebProducts; ezPeer+ v1.0 Beta (0.4.1.98); ezPeer+ v1.0 (0.5.0.00); .NET CLR 1.1.4322; MSIECrawler),B,"
"
1325,,Axandra IBP website promotion software ?,id_moz_881,http://www.axandra-web-site-promotion-software-tool.com/index.htm,,Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1; IBP; .NET CLR 1.1.4322),C B,"
"
1326,,MRA = Mail.ru Agent - Instant Messenger / VoIP,id_moz_290606_3,http://agent.mail.ru/,,Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1; MRA 4.3 (build 01218)),B,"
"
1327,s. also: - MSNBOT,MSN Search robot (207.46.89.xx),id_moz_883,,,Mozilla/4.0 (compatible; MSIE 6.0; Windows NT; MS Search 4.0 Robot),R,"
"
1328,,Link Commander bookmark manager,id_moz_170207_3,http://www.resortlabs.com/bookmark-manager/linkcommander.php,,Mozilla/4.0 (compatible; MSIE 7.0; Win32) Link Commander 4.0,C,"
"
1329,,IE 7.0 - WinXP,id_moz_170706_2,http://www.microsoft.com/windows/ie/default.mspx,,Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.1; bgft),B,"
"
1330,,GTB = Google Toolbar Internet Explorer add-on,id_moz_080209_1,http://toolbar.google.com/T4/index.html,,Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.1; GTB5; User-agent: Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1; http://bsalsa.com) ; .NET CLR 2.0.50727),B,"
"
1331,,MSIE 7.0 *and* Trident token used by Internet Explorer 8 in compatibility view mode,id_moz_080209_2,http://blogs.msdn.com/ie/archive/2009/01/09/the-internet-explorer-8-user-agent-string-updated-edition.aspx,,Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 6.1; Trident/4.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; Tablet PC 2.0),B,"
"
1332,,Internet Explorer 8,id_moz_080209_3,http://www.microsoft.com/windows/internet-explorer/beta/default.aspx,,Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0; .NET CLR 2.0.50727; .NET CLR 1.1.4322; .NET CLR 3.0.04506.30; .NET CLR 3.0.04506.648),B,"
"
1333,,IE 8.0 (beta) on Win Vista,id_moz_150408_4,http://www.microsoft.com/windows/products/winfamily/ie/ie8/default.mspx,,Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 6.0),B,"
"
1334,,Bsalsa embedded browser,id_moz_030110_1,http://bsalsa.com/,,Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 6.0; Trident/4.0; Orange 8.0; GTB6.3; Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1) ;  Embedded Web Browser from: http://bsalsa.com/; SLCC1; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30618; OfficeLiveConnector.1.3; OfficeLivePatch.1.3),B,"
"
1335,s. also RaBot,DAUMOA - Daum search Korea robot (211.115.109.xxx),id_moz_010108_4,http://www.daum.net/,http://ws.daum.net/abouten.html,"Mozilla/4.0 (compatible; MSIE enviable; DAUMOA 2.0; DAUM Web Robot; Daum Communications Corp., Korea; +http://ws.daum.net/aboutkr.html)",R,"
"
1336,s. also RaBot,DAUMOA - Daum search Korea robot (211.115.109.xxx),id_moz_311206_1,http://www.daum.net/,,"Mozilla/4.0 (compatible; MSIE is not me; DAUMOA/1.0.1; DAUM Web Robot; Daum Communications Corp., Korea)",R,"
"
1337,,Naver Search Korea Naverbot,id_moz_281106_2,http://www.naver.com/,,Mozilla/4.0 (compatible; NaverBot/1.0; http://help.naver.com/delete_main.asp),R,"
"
1338,,Netcraft webserver info,id_moz_884,http://www.netcraft.com,,Mozilla/4.0 (compatible; Netcraft Web Server Survey),R C,"
"
1339,s. also - Mozilla/4.0 (compatible; Link Utility ...,NetPromoter Link Utility link checking tool ,id_moz_885,http://www.net-promoter.com/,,Mozilla/4.0 (compatible; NetPromoter Spider;http://www.net-promoter.com/),C,"
"
1340,,Opera 3.x WinNT,id_moz_886,,,Mozilla/4.0 (compatible; Opera/3.0; Windows 4.10) 3.51 [en],B,"
"
1341,,Powermarks bookmark manager,id_moz_887,http://www.kaylon.com,,Mozilla/4.0 (compatible; Powermarks/3.5; Windows 95/98/2000/NT),C,"
"
1342,,RSS Popper - MS Outlook RSS reader plugin,id_moz_230607_1,http://rsspopper.unknown/2004/10/home.html,,Mozilla/4.0 (compatible; RSS Popper),B,"
"
1343,,SiteKiosk public terminal browser,id_moz_888,http://www.sitekiosk.com,,Mozilla/4.0 (compatible; SiteKiosk 4.0; MSIE 5.0; Windows 98; SiteCoach 1.0),B,"
"
1344,s. also Worldlight,Entireweb Search Speedyspider (62.13.25.xxx),id_moz_889,http://www.entireweb.com,,Mozilla/4.0 (compatible; SpeedySpider; www.entireweb.com),R,"
"
1345,,SiteProbe - website status checking,id_moz_890,http://www.siteprobe.com,,Mozilla/4.0 (compatible; SPENG),R C,"
"
1346,,Super Cleaner privacy tool (bookmark checking),id_moz_891,http://www.southbaypc.com/SuperCleaner/,,Mozilla/4.0 (compatible; SuperCleaner 2.xx; Windows 98),C,"
"
1347,,Synapse - Apache web service for processing XML documents,id_moz_020406_1,http://wiki.apache.org/incubator/SynapseProposal,,Mozilla/4.0 (compatible; Synapse),P,"
"
1348,,Web2PDF - Adobe Acrobat plugin for site traversal and other services for the Web Capture feature,id_moz_150207_1,,,Mozilla/4.0 (compatible; WebCapture 3.0; Windows),D,"
"
1349,,Windows HTTP Services (WinHTTP / XML-parser),id_moz_892,,,Mozilla/4.0 (compatible; Win32; WinHttp.WinHttpRequest.5),,"
"
1350,,WSN Links PHP directory software,id_moz_170108_1,http://scripts.webmastersite.net/wsnlinks/,,Mozilla/4.0 (compatible; WSN Links),C,"
"
1351,,Euro Directory (German / Austrian) directory link checking,id_moz_111205_6,http://www.euro-directory.com/,,Mozilla/4.0 (compatible; www.euro-directory.com; urlchecker1.0),R C,"
"
1352,,Galaxy robot,id_moz_893,http://www.galaxy.com,,Mozilla/4.0 (compatible; www.galaxy.com),R,"
"
1353,,Linkguard.com link validation (service is offline),id_moz_894,,,Mozilla/4.0 (compatible; www.linkguard.com Linkguard Online 1.0; Windows NT),C,"
"
1354,s. also Y!J-BSC/1.0...,Yahoo Search Japan robot (203.141.52.),id_moz_240106_1,http://www.yahoo.co.jp/,,Mozilla/4.0 (compatible; Y!J; for robot study; keyoshid),R,"
"
1355,,Yahoo Japan robot (202.93.76.xx),id_moz_170706_1,http://www.yahoo.co.jp/,,Mozilla/4.0 (compatible; Yahoo Japan; for robot study; kasugiya),R,"
"
1356,,Faked IE id string used by DeepTrawl link checking tool,id_moz_210207_1,http://deeptrawl.com/,,Mozilla/4.0 (compatible;MSIE 6.0; Windows NT 5.0; H010818),C,"
"
1357,,spoofed referer by Fantomaster (Multiblocker) anonymity products,id_moz_896,http://fantomaster.com,http://multiblocker.com/home.html,Mozilla/4.0 (fantomBrowser),P,"
"
1358,,spoofed referer by Fantomaster (Multiblocker) anonymity products,id_moz_897,http://fantomaster.com,http://multiblocker.com/home.html,Mozilla/4.0 (fantomCrew Browser),P,"
"
1359,,unknown robot from - 64.57.223.40 - 66.28.233.xxx (cogentco.com),id_moz_898,,,Mozilla/4.0 (hhjhj@yahoo.com),,"
"
1360,,Activtourist Jemma spider,id_moz_899,http://www.activtourist.com,,Mozilla/4.0 (JemmaTheTourist;http://www.activtourist.com),R,"
"
1361,,NetFront (v3.x) for Pocket PC (here on Sanyo PM-8200 cell phone),id_moz_900,http://nfppc.access.co.jp/english/,,Mozilla/4.0 (MobilePhone PM-8200/US/1.0) NetFront/3.x MMP/2.0,B,"
"
1362,s. also: - Googlebot - Mozilla/5.0 (compatible; Googlebot/2.1...,Google robot from 66.249.66.xxx ,id_moz_901,http://www.google.com,,Mozilla/4.0 (MobilePhone SCP-5500/US/1.0) NetFront/3.0 MMP/2.0 (compatible; Googlebot/2.1; http://www.google.com/bot.html),R,"
"
1363,s. also: - Googlebot - Mozilla/5.0 (compatible; Googlebot/2.1...,Google robot from 66.249.66.xxx ,id_moz_902,http://www.google.com,,Mozilla/4.0 (MobilePhone SCP-5500/US/1.0) NetFront/3.0 MMP/2.0 FAKE (compatible; Googlebot/2.1; http://www.google.com/bot.html),R,"
"
1364,63.209.222.xx,Unknown robot from Mozilla.org,id_moz_081106_1,http://www.mozilla.org/,,Mozilla/4.0 (Mozilla; http://www.mozilla.org/docs/en/bot.html; master@mozilla.com),R,"
"
1365,,ASI - Any Search Info robot,id_moz_903,http://search-info.com/,,Mozilla/4.0 (Sleek Spider/1.2),R,"
"
1366,64.242.88.xx,Furl (Looksmart) online bookmark tool robot,id_moz_170406_1,http://www.furl.net/,,Mozilla/4.0 compatible FurlBot/Furl Search 2.0 (FurlBot; http://www.furl.net; wn.furlbot@looksmart.net),R,"
"
1367,,Wisenut robot,id_moz_905,http://www.wisenut.com/,,Mozilla/4.0 compatible ZyBorg/1.0 (wn.zyborg@looksmart.net; http://www.WISEnutbot.com),R,"
"
1368,,Wisenut robot,id_moz_906,http://www.wisenut.com/,,Mozilla/4.0 compatible ZyBorg/1.0 (ZyBorg@WISEnutbot.com; http://www.WISEnutbot.com),R,"
"
1369,,Wisenut robot,id_moz_907,http://www.wisenut.com/,,Mozilla/4.0 compatible ZyBorg/1.0 Dead Link Checker (wn.zyborg@looksmart.net; http://www.WISEnutbot.com),R,"
"
1370,,Wisenut robot,id_moz_908,http://www.wisenut.com/,,Mozilla/4.0 compatible ZyBorg/1.0 for Homepage (ZyBorg@WISEnutbot.com; http://www.WISEnutbot.com),R,"
"
1371,see also LARBIN-EXPERIMENTAL,Unknown robot from 66.230.140.xx (argon.oxeo.com) maybe an e-mail collector,id_moz_909,,,Mozilla/4.0 efp@gmx.net,S,"
"
1372,,WebTV,id_moz_910,,,Mozilla/4.0 WebTV/2.6 (compatible; MSIE 4.0),B,"
"
1373,,Ask / Ask Jeeves robot,id_moz_904,http://www.Ask.com,,Mozilla/4.0 [en] (Ask Jeeves Corporate Spider),R,"
"
1374,,LookSmart spider,id_moz_913,http://www.looksmart.com,,Mozilla/4.0(compatible; Zealbot 1.0),R,"
"
1375,,HideMe - Web based anonymous proxy server service,id_moz_290807_1,http://www.hideme.biz/,http://www.cnn.com/TECH/computing/9901/25/hacktracts.idg/index.html,Mozilla/4.01 (compatible; NORAD National Defence Network),P,"
"
1376,,Some download manager spoofing Netscape 4.01,id_moz_914,,,Mozilla/4.01 [en](Win95;I),D,"
"
1377,,Netscape 4.x SunOS 5.6,id_moz_915,,,Mozilla/4.02 [en] (X11; I; SunOS 5.6 sun4u),B,"
"
1378,,Dulance Bot - Dulance automated price comparison engine,id_moz_161105_3,http://www.dulance.com/,,Mozilla/4.04 (compatible; Dulance bot; +http://www.dulance.com/bot.jsp),R,"
"
1379,,Netscape 4.x HP-Unix,id_moz_916,,,Mozilla/4.04 [en] (X11; I; HP-UX B.10.20 9000/712),B,"
"
1380,,Netscape 4.x IRIX,id_moz_917,,,Mozilla/4.04 [en] (X11; I; IRIX 5.3 IP22),B,"
"
1381,,Netscape 4.x Macintosh 68k,id_moz_918,,,Mozilla/4.05 (Macintosh; I; 68K Nav),B,"
"
1382,,Netscape 4.x Macintosh PowerPC,id_moz_919,,,Mozilla/4.05 (Macintosh; I; PPC Nav),B,"
"
1383,,Netscape 4.x SunOS 4.1.4,id_moz_920,,,Mozilla/4.05 [en] (X11; I; SunOS 4.1.4 sun4m),B,"
"
1384,,Version 4.08 [en]-98306,id_moz_921,,,Mozilla/4.08 [en] (Win98; U ;Nav),Someone copied the help function in the referrer field ?,"
"
1385,,Netscape 4.x WinNT,id_moz_922,,,Mozilla/4.08 [en] (WinNT; U),B,"
"
1386,,Echo.com robot,id_moz_911,http://www.echo.com,,Mozilla/4.0_(compatible;_MSIE_5.0;_Windows_95)_TrueRobot/1.4 libwww/5.2.8,R,"
"
1387,,Voila.fr robot,id_moz_912,http://www.voila.fr,,Mozilla/4.0_(compatible;_MSIE_5.0;_Windows_95)_VoilaBot/1.6 libwww/5.3.2,R,"
"
1388,,HTTrack Offline Browser,id_moz_923,http://www.httrack.com/,,Mozilla/4.5 (compatible; HTTrack 3.0x; Windows 98),B D,"
"
1389,,iCab MAC Web browser MAC Power PC,id_moz_924,http://www.icab.de,,Mozilla/4.5 (compatible; iCab 2.5.3; Macintosh; I; PPC),B,"
"
1390,,OmniWeb 4.x.x Mac browser,id_moz_925,http://www.omnigroup.com,,Mozilla/4.5 (compatible; OmniWeb/4.0.5; Mac_PowerPC),B,"
"
1391,,OmniWeb 4.x.x Mac browser,id_moz_926,http://www.omnigroup.com,,Mozilla/4.5 (compatible; OmniWeb/4.1-beta-1; Mac_PowerPC),B,"
"
1392,,different IPs using the HTTPClient library (mostly link checking),id_moz_928,http://www.innovation.ch,,Mozilla/4.5 RPT-HTTPClient/0.3-2,C R,"
"
1393,,RuralNet Internet Services,id_moz_927,http://www.ruralnet.net.au,,Mozilla/4.5 [en]C-CCK-MCD {RuralNet} (Win98; I),B,"
"
1394,,Netscape 4.x Linux,id_moz_929,,,Mozilla/4.5b1 [en] (X11; I; Linux 2.0.35 i586),B,"
"
1395,,Cnet robot for Search.com (216.239.114.xx),id_moz_301105_3,http://www.search.com/,http://www.cnet.com/,Mozilla/4.6 [en] (http://www.cnet.com/),R,"
"
1396,,Netscape 4.x OS/2,id_moz_930,,,Mozilla/4.61 [de] (OS/2; I),B,"
"
1397,,BrowseX cross-platform browser,id_moz_931,http://browsex.com/,,Mozilla/4.61 [en] (X11; U; ) - BrowseX (2.0.0 Windows),B,"
"
1398,,Nameprotect (12.148.196.128 - 12.148.196.255) snoopbot,id_moz_932,http://www.nameprotect.com,,Mozilla/4.7,R,"
"
1399,,Eidetica earch and text mining spider,id_moz_933,http://eidetica.com/,,Mozilla/4.7 (compatible; http://eidetica.com/spider),R,"
"
1400,,Intelliseek (64.158.138.xx) robot,id_moz_934,http://www.intelliseek.com,,Mozilla/4.7 (compatible; Intelliseek; http://www.intelliseek.com),R,"
"
1401,,OffByOne Browser,id_moz_935,http://www.offbyone.com,,Mozilla/4.7 (compatible; OffByOne; Windows 98) Webster Pro V3.2,B,"
"
1402,closed since May 2002,WhizBang! Labs information extraction robot,id_moz_937,http://www.whizbang.com,,Mozilla/4.7 (compatible; Whizbang),R,"
"
1403,closed since May 2002,WhizBang! Labs information extraction robot,id_moz_936,http://www.whizbang.com,,Mozilla/4.7 (compatible; WhizBang; http://www.whizbang.com/crawler),R,"
"
1404,64.124.85.[x]xx,BecomeBot - Becomecom shopping search (64.124.85.xx(x)),id_moz_938,http://www.become.com,,Mozilla/4.7 [en](BecomeBot@exava.com),R,"
"
1405,,Exabot - exava shopping search (64.124.85.xx(x)),id_moz_939,http://www.exava.com,,Mozilla/4.7 [en](Exabot@exava.com),R,"
"
1406,,unknown,id_moz_940,,,Mozilla/4.7 [en]C-CCK-MCD {Yahoo;YIP052400} (Win95; I),,"
"
1407,,http://www.ba.be robot,id_moz_941,http://www.ba.be,,Mozilla/4.72 [en] (BACS http://www.ba.be),R,"
"
1408,,Netscpape 4.7x Caldera Open Linux Pentium III,id_moz_942,,,Mozilla/4.72C-CCK-MCD Caldera Systems OpenLinux [en] (X11; U; Linux 2.2.14 i686),B,"
"
1409,,Netscape 4.7x Japan OSF1 alpha,id_moz_943,,,Mozilla/4.75C-ja [ja] (X11; U; OSF1 V5.1 alpha),B,"
"
1410,,Opera 5.x Win 98,id_moz_944,,,Mozilla/4.76 (Windows 98; U) Opera 5.12 [en],B,"
"
1411,,Netscape 4.7x FreeBSD,id_moz_945,,,Mozilla/4.76 [en] (X11; U; FreeBSD 4.4-STABLE i386),B,"
"
1412,,Netscape 4.7x SunOS,id_moz_946,,,Mozilla/4.76 [en] (X11; U; SunOS 5.7 sun4u),B,"
"
1413,,IRIX 6.5,id_moz_947,,,Mozilla/4.77C-SGI [en] (X11; U; IRIX 6.5 IP32),B,"
"
1414,,GigaMedia / NTT DoCoMo robot,id_moz_948,http://ir.giga.net.tw/products.htm,,Mozilla/5.0,R,"
"
1415,64.106.253.1xx,Eurekster Swicki community search using SLI-Systems site search engine Mammoth,id_moz_040707_3,http://www.eurekster.com/,http://www.sli-systems.com/,Mozilla/5.0 (+http://www.eurekster.com/mammoth) Mammoth/0.1,R,"
"
1416,s. also mammoth/1.0 ...,SLI Systems mammoth robot,id_moz_240306_2,http://www.sli-systems.com/,http://www.tenspider.com/business-blog/more.php?id=A45_0_1_0_M,Mozilla/5.0 (+http://www.sli-systems.com/) Mammoth/0.1,R,"
"
1417,,Clush search robot,id_moz_949,http://www.clush.com,,Mozilla/5.0 (Clustered-Search-Bot/1.0; support@clush.com; http://www.clush.com/),R,"
"
1418,,Greasemonkey RSS panel Firefox plugin,id_moz_020807_1,http://www.xs4all.nl/~jlpoutre/BoT/Javascript/RSSpanel/,,Mozilla/5.0 (compatible) GM RSS Panel X,B,"
"
1419,216.168.43.1xx,Evri search robot,id_moz_140209_3,http://www.evri.com/,,Mozilla/5.0 (compatible; +http://www.evri.com/evrinid),R,"
"
1420,,008 distributed crawler for 80legs,id_moz_250310_1,http://www.80legs.com/spider.html,,Mozilla/5.0 (compatible; 008/0.83; http://www.80legs.com/spider.html;) Gecko/2008032620,R,"
"
1421,77.233.225.11x,Abonti WebSearch beta robot,id_moz_140209_4,http://www.abonti.com/,,Mozilla/5.0 (compatible; Abonti/0.8 - http://www.abonti.com),R,"
"
1422,195.128.18.xx,HitCompanies Aihit crawler,id_moz_030110_4,http://hitcompanies.aihit.com/search.htm,,Mozilla/5.0 (compatible; aiHitBot/1.0; +http://www.aihit.com/),R,"
"
1423,203.206.162.x,Ansearch Australian search robot,id_moz_300406_1,http://www.ansearch.com.au/,,Mozilla/5.0 (compatible; AnsearchBot/1.x; +http://www.ansearch.com.au/),R,"
"
1424,207.241.232.1xx,The Library of Congress Minerva crawler,id_moz_011107_1,http://www.loc.gov/minerva/crawl.html,,Mozilla/5.0 (compatible; archive.org_bot/1.10.0 +http://www.loc.gov/minerva/crawl.html),R,"
"
1425,s.also - InternetArchive/0.8-dev - Mozilla/5.0 (compatible;archive.org_bot/...,Heritrix - The Internet Archive's open-source crawler (207.241.225.2xx),id_moz_230607_2,http://www.archive.org/,,Mozilla/5.0 (compatible; archive.org_bot/1.13.1x http://crawler.archive.org),R,"
"
1426,s. also - InternetArchive/0.8-dev... - mozilla/5.0 (compatible; heritrix/...,Heritrix - The Internet Archive's open-source crawler,id_moz_141105_1,http://www.archive.org/,,Mozilla/5.0 (compatible; archive.org_bot/1.5.0-200506132127 http://crawler.archive.org) Hurricane Katrina,R,"
"
1427, 65.214.45.[x]xx,Ask Jeeves /Teoma robot,id_moz_150207_2,http://sp.ask.com,,Mozilla/5.0 (compatible; Ask Jeeves/Teoma;  http://about.ask.com/en/docs/about/webmasters.shtml),R,"
"
1428,s. also BanBots/1.2...,Project BanBots Perl script robot,id_moz_291205_2,http://www.banbots.com/,,Mozilla/5.0 (compatible; BanBots/2.0b; Fetch; +http://www.banbots.com),C,"
"
1429,64.124.85.[x]xx,BecomeBot - Become.com shopping search (64.124.85.xx(x)),id_moz_950,http://www.become.com,,Mozilla/5.0 (compatible; BecomeBot/1.23; http://www.become.com/webmasters.html),R,"
"
1430,64.124.85.[x]xx,BecomeBot - Become.com shopping search (64.124.85.xx(x)),id_moz_951,http://www.become.com,,Mozilla/5.0 (compatible; BecomeBot/1.xx; MSIE 6.0 compatible; http://www.become.com/webmasters.html),R,"
"
1431,64.124.85.[x]xx,BecomeBot - Become.com shopping search (64.124.85.xx(x)),id_moz_952,http://www.become.com,,Mozilla/5.0 (compatible; BecomeBot/2.0beta; http://www.become.com/webmasters.html),R,"
"
1432,64.124.85.[x]xx,BecomeBot - Become.com shopping search (64.124.85.xx(x)),id_moz_953,http://www.become.com,,Mozilla/5.0 (compatible; BecomeBot/2.x; MSIE 6.0 compatible; http://www.become.com/site_owners.html),R,"
"
1433,64.124.85.[x]xx,BecomeBot - Become.com shopping search (64.124.85.xx(x)),id_moz_090506_2,http://www.become.com,,Mozilla/5.0 (compatible; BecomeJPBot/2.3; MSIE 6.0 compatible; +http://www.become.co.jp/site_owners.html),R,"
"
1434,69.90.42.xx,BlogRefsBot.com blog robot,id_moz_020907_1,http://www.blogrefs.com/,http://www.blogrefs.com/about/bloggers,Mozilla/5.0 (compatible; BlogRefsBot/0.1; http://www.blogrefs.com/about/bloggers),R,"
"
1435,87.164.242.1xx,Pressemitteilungen Webservice RSS / news crawler (Germany),id_moz_171107_1,http://pressemitteilung.ws/,,Mozilla/5.0 (compatible; Bot; +http://pressemitteilung.ws/spamfilter,R,"
"
1436,213.251.187.1xx,BuzzRanking internet content analysis,id_moz_031206_1,http://www.buzzrankingbot.com/,,Mozilla/5.0 (compatible; BuzzRankingBot/1.0; +http://www.buzzrankingbot.com/),R,"
"
1437,209.249.86.x,Charlotte indexing spider for Searchme / Wikiseek,id_moz_310506_1,http://www.searchme.com/,http://www.wikiseek.com/,Mozilla/5.0 (compatible; Charlotte/1.0b; charlotte@betaspider.com),R,"
"
1438,209.249.86.x,Charlotte indexing spider for Searchme / Wikiseek,id_moz_080307_1,http://www.searchme.com/,http://www.wikiseek.com/,Mozilla/5.0 (compatible; Charlotte/1.0b; http://www.searchme.com/support/),R,"
"
1439,doesn't read robots.txt,Unknown graphics crawler or downloading agent from Yamana Laboratory - Waseda Univerity Japan (133.9.238.xx),id_moz_220106_1,http://www.yama.info.waseda.ac.jp/eng/index.html,,Mozilla/5.0 (compatible; Crawling jpeg; http://www.yama.info.waseda.ac.jp),R,"
"
1440,s. also - Custo x.x (www.netwu.com),Custo web site spidering tool (link checking),id_moz_954,http://www.netwu.com,,Mozilla/5.0 (compatible; Custo 3 (Netwu.com); Windows NT 5.1),C,"
"
1441,67.202.29.xx,De.com German travel related search via Amazon Web Services,id_moz_071207_1,http://www.de.com/start.php?homepage=true,http://www.amazon.com/gp/browse.html?node=3435361,Mozilla/5.0 (compatible; de/1.13.2 +http://www.de.com),R,"
"
1442,64.71.190.13x,Diffbot beta - RSS and news feed crawler,id_moz_170109_1,http://www.diffbot.com/,,Mozilla/5.0 (compatible; Diffbot/0.1; +http://www.diffbot.com),R,"
"
1443,212.214.165.2xx,DNS-Digger - DNS server neighbourhood search,id_moz_030207_1,http://www.dnsdigger.com/,,Mozilla/5.0 (compatible; DNS-Digger-Explorer/1.0; +http://www.dnsdigger.com),R,"
"
1444,212.214.165.2xx,DNS-Digger - DNS server neighbourhood search,id_moz_100606_2,http://www.dnsdigger.com/,,Mozilla/5.0 (compatible; DNS-Digger/1.0; +http://www.dnsdigger.com),R,"
"
1445,s. also EARTHCOM ..,Earthcom (Czech Republic) search robot (194.108.39.xx),id_moz_020506_1,http://www.earthcom.info,,Mozilla/5.0 (compatible; EARTHCOM.info/2.01; http://www.earthcom.info),R,"
"
1446,,enter4u / Earthcom.info search (Czech Republic),id_moz_190807_3,http://enter4u.eu/,http://www.earthcom.info,Mozilla/5.0 (compatible; EARTHCOM/2.2; +http://enter4u.eu),R,"
"
1447,195.113.20.125,Prague Faculty of Mathematics and Physics using Egothor open source crawler,id_moz_050107_1,http://ego.ms.mff.cuni.cz/,http://www.egothor.org/,Mozilla/5.0 (compatible; egothor/8.0g; +http://ego.ms.mff.cuni.cz/),P,"
"
1448,s. Harvest-NG/1.0.2 and Exalead NG...,Exalead (France) search robot (193.47.80.xx),id_moz_310507_1,http://www.exabot.com/,,Mozilla/5.0 (compatible; Exabot Test/3.0; +http://www.exabot.com/go/robot),R,"
"
1449,64.124.148.xx[x],TheFind.com - Shopping search robot,id_moz_221207_1,http://www.thefind.com/,,Mozilla/5.0 (compatible; FatBot 2.0; http://www.thefind.com/main/CrawlerFAQs.fhtml),R,"
"
1450,,Galbot tagging robot (beta) - Denmark,id_moz_170109_2,http://www.galbot.com/,,Mozilla/5.0 (compatible; Galbot/1.0; +http://www.galbot.com/bot.html),R,"
"
1451,,Geneva Single-Site Search Engine used by Healthdash health search,id_moz_955,http://www.healthdash.com,,mozilla/5.0 (compatible; genevabot http://www.healthdash.com),R,"
"
1452,,Paros - a Java based HTTP/HTTPS proxy,id_moz_170207_4,http://sourceforge.net/projects/paros,,Mozilla/5.0 (compatible; Google Desktop) Paros/3.2.12,P,"
"
